"assignment","typeid","type","stepid","step","updatedon","conclusion","mark_value","mark_degradation","mark_details","decision","decision_ex","comparison_need_better_known","comparison_l3details","comparison_qualquant"
899,3,Submission,1,Analysis,2022-05-31 21:08:03,null,"2",null,"[101,201,301]",,,,,
897,3,Submission,2,Comparison,2022-05-31 21:09:18,null,,,,"1",,,"0",null
900,3,Submission,1,Analysis,2022-05-31 21:11:01,null,"1",[6],"[100,201,301]",,,,,
900,1,Current,2,Comparison,2022-05-31 21:11:01,,,,,,,,,
900,3,Submission,2,Comparison,2022-05-31 21:12:44,null,,,,"1",,,"0",null
899,1,Current,2,Comparison,2022-05-31 21:14:55,"""Based on the latent print, there is a crease line up top that is not present in the known print. """,,,,"0",,,"1",null
901,3,Submission,1,Analysis,2022-05-31 21:19:44,null,"1",[],"[101,201,302]",,,,,
901,1,Current,2,Comparison,2022-05-31 21:19:44,,,,,,,,,
902,3,Submission,1,Analysis,2022-05-31 21:23:54,null,null,null,null,,,,,
902,1,Current,2,Comparison,2022-05-31 21:23:54,,,,,,,,,
901,3,Submission,2,Comparison,2022-05-31 21:33:43,null,,,,"1",,,"0",null
903,3,Submission,1,Analysis,2022-05-31 21:34:46,null,"1",null,"[101,201,302]",,,,,
903,1,Current,2,Comparison,2022-05-31 21:34:46,,,,,,,,,
1011,3,Submission,1,Analysis,2022-06-03 04:45:53,null,null,null,null,,,,,
904,3,Submission,1,Analysis,2022-05-31 21:42:43,null,"1",null,"[101,201,301]",,,,,
904,1,Current,2,Comparison,2022-05-31 21:42:43,,,,,,,,,
902,3,Submission,2,Comparison,2022-05-31 21:43:09,null,,,,"1",,,null,null
905,3,Submission,1,Analysis,2022-05-31 21:43:22,null,null,null,null,,,,,
905,1,Current,2,Comparison,2022-05-31 21:43:22,,,,,,,,,
905,3,Submission,2,Comparison,2022-05-31 21:45:58,null,,,,"1",,,null,null
904,3,Submission,2,Comparison,2022-05-31 21:46:17,null,,,,"1",,,"1",null
906,3,Submission,1,Analysis,2022-05-31 21:47:22,null,"1",[],"[100,200,302]",,,,,
1011,1,Current,2,Comparison,2022-06-03 04:45:53,,,,,,,,,
1046,1,Current,2,Comparison,2022-06-03 16:22:24,,,,,,,,,
906,1,Current,2,Comparison,2022-05-31 21:52:30,null,,,,null,,,null,null
907,1,Current,1,Analysis,2022-05-31 21:53:13,null,null,null,null,,,,,
907,3,Submission,1,Analysis,2022-05-31 21:53:18,null,null,null,null,,,,,
907,1,Current,2,Comparison,2022-05-31 21:55:40,null,,,,null,,,null,null
907,3,Submission,2,Comparison,2022-05-31 21:55:44,null,,,,null,,,null,null
911,3,Submission,1,Analysis,2022-06-01 14:04:25,null,null,null,null,,,,,
908,1,Current,1,Analysis,2022-06-01 12:15:25,null,null,null,null,,,,,
908,3,Submission,1,Analysis,2022-06-01 12:16:22,null,null,null,null,,,,,
908,1,Current,2,Comparison,2022-06-01 12:20:13,null,,,,null,,,null,null
908,3,Submission,2,Comparison,2022-06-01 12:20:43,null,,,,null,,,null,null
906,3,Submission,2,Comparison,2022-06-01 13:41:23,null,,,,"2",,,"0",null
910,1,Current,1,Analysis,2022-06-01 13:48:12,null,null,null,null,,,,,
910,3,Submission,1,Analysis,2022-06-01 13:48:17,null,null,null,null,,,,,
910,1,Current,2,Comparison,2022-06-01 13:52:00,null,,,,"1",,,null,null
910,3,Submission,2,Comparison,2022-06-01 13:52:03,null,,,,"1",,,null,null
925,1,Current,2,Comparison,2022-06-02 03:33:01,,,,,,,,,
911,1,Current,2,Comparison,2022-06-01 14:04:25,,,,,,,,,
911,3,Submission,2,Comparison,2022-06-01 14:19:19,null,,,,"2",,,null,null
912,3,Submission,1,Analysis,2022-06-01 14:24:11,null,null,null,null,,,,,
912,1,Current,2,Comparison,2022-06-01 14:24:11,,,,,,,,,
909,1,Current,1,Analysis,2022-06-01 15:29:24,null,"2",[7],"[101,201,301]",,,,,
913,1,Current,1,Analysis,2022-06-01 15:30:48,null,null,null,null,,,,,
913,3,Submission,1,Analysis,2022-06-01 15:30:56,null,null,null,null,,,,,
913,1,Current,2,Comparison,2022-06-01 15:36:01,null,,,,"2",,,"0",null
913,3,Submission,2,Comparison,2022-06-01 15:36:10,null,,,,"2",,,"0",null
914,1,Current,1,Analysis,2022-06-01 15:39:36,null,null,null,null,,,,,
914,3,Submission,1,Analysis,2022-06-01 15:39:44,null,null,null,null,,,,,
914,1,Current,2,Comparison,2022-06-01 15:44:50,null,,,,"2",,,"0",null
914,3,Submission,2,Comparison,2022-06-01 15:44:53,null,,,,"2",,,"0",null
915,1,Current,1,Analysis,2022-06-01 15:46:56,null,null,null,null,,,,,
915,3,Submission,1,Analysis,2022-06-01 15:46:59,null,null,null,null,,,,,
915,1,Current,2,Comparison,2022-06-01 15:51:10,null,,,,"2",,,"0",null
915,3,Submission,2,Comparison,2022-06-01 15:51:14,null,,,,"2",,,"0",null
916,1,Current,1,Analysis,2022-06-01 19:41:26,null,"1",null,null,,,,,
916,3,Submission,1,Analysis,2022-06-01 19:41:32,null,"1",null,null,,,,,
925,3,Submission,2,Comparison,2022-06-02 03:35:57,null,,,,"2",,,"0",null
1011,3,Submission,2,Comparison,2022-06-03 04:47:47,null,,,,"2",,,"0",null
1050,1,Current,1,Analysis,2022-06-03 17:11:54,null,null,null,null,,,,,
1079,3,Submission,1,Analysis,2022-06-03 19:55:28,null,null,null,null,,,,,
1079,1,Current,2,Comparison,2022-06-03 19:55:28,,,,,,,,,
1471,3,Submission,1,Analysis,2022-06-08 23:15:33,null,null,null,null,,,,,
917,1,Current,1,Analysis,2022-06-01 19:49:25,null,null,null,null,,,,,
917,3,Submission,1,Analysis,2022-06-01 19:49:33,null,null,null,null,,,,,
917,1,Current,2,Comparison,2022-06-01 19:49:33,,,,,,,,,
917,3,Submission,2,Comparison,2022-06-01 19:57:29,null,,,,null,,,null,null
918,3,Submission,1,Analysis,2022-06-01 19:58:50,null,null,null,null,,,,,
1471,1,Current,2,Comparison,2022-06-08 23:19:08,null,,,,"2",,,null,null
918,1,Current,2,Comparison,2022-06-01 19:58:50,,,,,,,,,
918,3,Submission,2,Comparison,2022-06-01 20:01:30,null,,,,null,,,null,null
920,1,Current,1,Analysis,2022-06-01 20:24:23,null,null,null,null,,,,,
920,3,Submission,1,Analysis,2022-06-01 20:24:27,null,null,null,null,,,,,
919,3,Submission,1,Analysis,2022-06-01 20:49:03,null,null,null,null,,,,,
919,1,Current,2,Comparison,2022-06-01 20:49:03,,,,,,,,,
920,1,Current,2,Comparison,2022-06-01 21:03:39,null,,,,"1",,,null,null
920,3,Submission,2,Comparison,2022-06-01 21:03:44,null,,,,"1",,,null,null
921,1,Current,1,Analysis,2022-06-01 21:05:57,null,null,null,null,,,,,
921,3,Submission,1,Analysis,2022-06-01 21:06:03,null,null,null,null,,,,,
922,1,Current,1,Analysis,2022-06-02 00:04:11,null,null,null,null,,,,,
922,3,Submission,1,Analysis,2022-06-02 00:05:20,null,null,null,null,,,,,
922,1,Current,2,Comparison,2022-06-02 00:05:20,,,,,,,,,
922,3,Submission,2,Comparison,2022-06-02 00:11:28,null,,,,null,,,null,null
923,1,Current,1,Analysis,2022-06-02 00:23:37,"""looks like pores are visible and possibly some ridge- edge shapes""","1",[2],"[100,200,300]",,,,,
923,3,Submission,1,Analysis,2022-06-02 00:23:43,"""looks like pores are visible and possibly some ridge- edge shapes""","1",[2],"[100,200,300]",,,,,
923,1,Current,2,Comparison,2022-06-02 00:27:20,null,,,,"2",,,"0",null
923,3,Submission,2,Comparison,2022-06-02 00:27:27,null,,,,"2",,,"0",null
924,3,Submission,1,Analysis,2022-06-02 03:22:06,null,null,null,null,,,,,
924,1,Current,2,Comparison,2022-06-02 03:22:06,,,,,,,,,
924,3,Submission,2,Comparison,2022-06-02 03:27:23,null,,,,"2",,,"0",null
925,3,Submission,1,Analysis,2022-06-02 03:33:01,null,null,null,null,,,,,
928,3,Submission,2,Comparison,2022-06-02 03:50:38,null,,,,"1",,,"0",null
930,1,Current,1,Analysis,2022-06-02 09:35:50,null,null,null,null,,,,,
931,1,Current,1,Analysis,2022-06-02 14:35:00,null,null,null,null,,,,,
931,3,Submission,1,Analysis,2022-06-02 14:35:51,null,null,null,null,,,,,
932,3,Submission,1,Analysis,2022-06-02 14:41:20,null,null,null,null,,,,,
932,1,Current,2,Comparison,2022-06-02 14:41:20,,,,,,,,,
932,3,Submission,2,Comparison,2022-06-02 14:49:53,null,,,,"2",,,null,null
933,3,Submission,1,Analysis,2022-06-02 14:52:52,null,null,null,null,,,,,
933,1,Current,2,Comparison,2022-06-02 14:52:52,,,,,,,,,
933,3,Submission,2,Comparison,2022-06-02 14:59:10,null,,,,"0",,,null,null
940,3,Submission,1,Analysis,2022-06-02 17:02:17,null,null,null,null,,,,,
934,3,Submission,1,Analysis,2022-06-02 15:11:30,null,null,null,null,,,,,
934,1,Current,2,Comparison,2022-06-02 15:11:30,,,,,,,,,
934,3,Submission,2,Comparison,2022-06-02 15:18:36,null,,,,"2",,,null,null
935,1,Current,1,Analysis,2022-06-02 15:19:15,null,null,null,null,,,,,
935,3,Submission,1,Analysis,2022-06-02 15:19:23,null,null,null,null,,,,,
938,1,Current,2,Comparison,2022-06-02 15:36:54,,,,,,,,,
936,3,Submission,1,Analysis,2022-06-02 15:24:35,null,null,null,null,,,,,
936,1,Current,2,Comparison,2022-06-02 15:24:35,,,,,,,,,
936,3,Submission,2,Comparison,2022-06-02 15:30:49,null,,,,"1",,,null,null
938,3,Submission,1,Analysis,2022-06-02 15:36:54,null,null,null,null,,,,,
938,3,Submission,2,Comparison,2022-06-02 15:41:04,null,,,,"1",,,null,null
940,1,Current,1,Analysis,2022-06-02 17:01:58,null,null,null,null,,,,,
940,1,Current,2,Comparison,2022-06-02 17:02:17,,,,,,,,,
940,3,Submission,2,Comparison,2022-06-02 17:06:09,null,,,,null,,,null,null
941,3,Submission,1,Analysis,2022-06-02 17:37:31,null,"1",null,null,,,,,
943,3,Submission,1,Analysis,2022-06-02 17:50:09,null,null,null,null,,,,,
1012,3,Submission,1,Analysis,2022-06-03 04:49:02,null,null,null,null,,,,,
1012,1,Current,2,Comparison,2022-06-03 04:50:44,null,,,,null,,,null,null
1079,3,Submission,2,Comparison,2022-06-03 19:56:44,null,,,,"2",,,null,null
1472,3,Submission,1,Analysis,2022-06-08 23:19:21,null,null,null,null,,,,,
943,1,Current,2,Comparison,2022-06-02 17:50:09,,,,,,,,,
943,3,Submission,2,Comparison,2022-06-02 17:52:37,null,,,,"2",,,null,null
941,1,Current,2,Comparison,2022-06-02 17:52:49,null,,,,null,,,null,null
937,1,Current,1,Analysis,2022-06-02 17:53:26,null,null,null,null,,,,,
937,3,Submission,1,Analysis,2022-06-02 17:53:31,null,null,null,null,,,,,
944,1,Current,2,Comparison,2022-06-02 19:17:28,"""Level 2 used for decision making""",,,,"2",,,"0",null
937,1,Current,2,Comparison,2022-06-02 17:53:31,,,,,,,,,
937,3,Submission,2,Comparison,2022-06-02 18:03:46,null,,,,"1",,,"1",null
944,1,Current,1,Analysis,2022-06-02 19:11:51,"""Low quantity, low quality, low specificity\n""","0",[2],"[100,201,301]",,,,,
944,3,Submission,1,Analysis,2022-06-02 19:11:59,"""Low quantity, low quality, low specificity\n""","0",[2],"[100,201,301]",,,,,
944,3,Submission,2,Comparison,2022-06-02 19:17:31,"""Level 2 used for decision making""",,,,"2",,,"0",null
945,1,Current,1,Analysis,2022-06-02 19:26:09,null,"1",[],"[100,200,300]",,,,,
949,3,Submission,1,Analysis,2022-06-02 20:17:07,null,null,null,null,,,,,
949,1,Current,2,Comparison,2022-06-02 20:20:51,null,,,,null,,,null,null
945,3,Submission,1,Analysis,2022-06-02 19:26:13,null,"1",[],"[100,200,300]",,,,,
1080,3,Submission,1,Analysis,2022-06-03 19:56:52,null,null,null,null,,,,,
942,3,Submission,1,Analysis,2022-06-02 19:53:03,null,"1",null,null,,,,,
942,1,Current,2,Comparison,2022-06-02 19:53:03,,,,,,,,,
942,3,Submission,2,Comparison,2022-06-02 20:01:50,null,,,,"2",,,"0",null
931,1,Current,2,Comparison,2022-06-02 20:02:18,null,,,,"2",,,"0",null
1080,1,Current,2,Comparison,2022-06-03 19:56:52,,,,,,,,,
1136,3,Submission,2,Comparison,2022-06-05 13:15:31,null,,,,"1",,,"1",null
1472,1,Current,2,Comparison,2022-06-08 23:19:21,,,,,,,,,
1790,3,Submission,1,Analysis,2022-06-13 19:15:02,null,null,null,null,,,,,
947,3,Submission,1,Analysis,2022-06-02 20:03:41,null,"1",null,null,,,,,
947,1,Current,2,Comparison,2022-06-02 20:03:41,,,,,,,,,
947,3,Submission,2,Comparison,2022-06-02 20:08:41,null,,,,"2",,,null,null
950,3,Submission,1,Analysis,2022-06-02 20:12:24,null,"1",null,null,,,,,
950,1,Current,2,Comparison,2022-06-02 20:12:24,,,,,,,,,
949,1,Current,1,Analysis,2022-06-02 20:14:42,null,null,null,null,,,,,
950,3,Submission,2,Comparison,2022-06-02 20:17:23,null,,,,"2",,,null,null
951,3,Submission,1,Analysis,2022-06-02 20:20:13,null,"1",null,null,,,,,
951,1,Current,2,Comparison,2022-06-02 20:20:13,,,,,,,,,
949,3,Submission,2,Comparison,2022-06-02 20:20:59,null,,,,null,,,null,null
951,3,Submission,2,Comparison,2022-06-02 20:23:06,null,,,,"1",,,null,null
952,3,Submission,1,Analysis,2022-06-02 20:26:44,null,null,null,null,,,,,
952,1,Current,2,Comparison,2022-06-02 20:26:44,,,,,,,,,
952,3,Submission,2,Comparison,2022-06-02 20:30:34,null,,,,null,,,null,null
965,3,Submission,1,Analysis,2022-06-02 21:24:26,null,"1","[1,2]","[100,201,301]",,,,,
844,3,Submission,1,Analysis,2022-06-02 20:32:34,null,null,[2],null,,,,,
953,3,Submission,1,Analysis,2022-06-02 20:34:37,null,null,null,null,,,,,
953,1,Current,2,Comparison,2022-06-02 20:34:37,,,,,,,,,
953,3,Submission,2,Comparison,2022-06-02 20:37:10,null,,,,null,,,null,null
844,1,Current,2,Comparison,2022-06-02 20:40:52,null,,,,null,,,null,null
954,3,Submission,1,Analysis,2022-06-02 20:43:33,null,null,null,null,,,,,
954,1,Current,2,Comparison,2022-06-02 20:44:19,null,,,,null,,,null,null
955,3,Submission,1,Analysis,2022-06-02 20:44:31,null,null,[2],"[101,200,301]",,,,,
1080,3,Submission,2,Comparison,2022-06-03 19:58:26,null,,,,"1",,,null,null
1137,3,Submission,1,Analysis,2022-06-05 13:15:43,null,null,null,null,,,,,
1137,1,Current,2,Comparison,2022-06-05 13:15:43,,,,,,,,,
2163,3,Submission,2,Comparison,2022-06-20 21:13:41,null,,,,"1",,,"1",null
956,1,Current,1,Analysis,2022-06-02 20:49:17,null,"1",[],"[100,200,300]",,,,,
956,3,Submission,1,Analysis,2022-06-02 20:49:20,null,"1",[],"[100,200,300]",,,,,
956,1,Current,2,Comparison,2022-06-02 20:49:20,,,,,,,,,
946,3,Submission,1,Analysis,2022-06-02 20:52:25,null,null,null,null,,,,,
1037,1,Current,2,Comparison,2022-06-03 15:33:34,,,,,,,,,
1081,3,Submission,1,Analysis,2022-06-03 19:58:33,null,null,null,null,,,,,
1081,1,Current,2,Comparison,2022-06-03 19:58:33,,,,,,,,,
1791,3,Submission,1,Analysis,2022-06-13 19:15:43,null,null,null,null,,,,,
946,1,Current,2,Comparison,2022-06-02 20:52:54,null,,,,null,,,null,null
956,3,Submission,2,Comparison,2022-06-02 20:53:18,null,,,,"0",,,"0",null
954,3,Submission,2,Comparison,2022-06-02 20:55:45,null,,,,"1",,,"0",null
955,1,Current,2,Comparison,2022-06-02 20:58:25,null,,,,"2",,,"0",null
958,3,Submission,1,Analysis,2022-06-02 21:07:12,null,"1",[],"[100,200,300]",,,,,
959,1,Current,2,Comparison,2022-06-02 21:11:54,,,,,,,,,
958,1,Current,2,Comparison,2022-06-02 21:07:12,,,,,,,,,
957,3,Submission,1,Analysis,2022-06-02 21:07:43,null,"1",[],"[101,200,301]",,,,,
958,3,Submission,2,Comparison,2022-06-02 21:11:16,null,,,,"1",,,"1",null
959,3,Submission,1,Analysis,2022-06-02 21:11:54,null,null,null,null,,,,,
1000,3,Submission,2,Comparison,2022-06-03 00:56:57,null,,,,"1",,,null,null
1046,1,Current,1,Analysis,2022-06-03 16:21:39,null,null,null,null,,,,,
1791,1,Current,2,Comparison,2022-06-13 19:15:43,,,,,,,,,
2164,3,Submission,1,Analysis,2022-06-20 21:13:51,null,null,null,null,,,,,
2164,1,Current,2,Comparison,2022-06-20 21:13:51,,,,,,,,,
960,1,Current,1,Analysis,2022-06-02 21:12:45,null,"1","[1,2]","[100,200,301]",,,,,
960,3,Submission,1,Analysis,2022-06-02 21:12:48,null,"1","[1,2]","[100,200,301]",,,,,
961,3,Submission,1,Analysis,2022-06-02 21:14:37,null,"2",[1],"[100,201,301]",,,,,
961,1,Current,2,Comparison,2022-06-02 21:14:37,,,,,,,,,
960,1,Current,2,Comparison,2022-06-02 21:20:52,null,,,,"1",,,"1",null
1001,3,Submission,1,Analysis,2022-06-03 00:57:09,null,null,null,null,,,,,
1001,1,Current,2,Comparison,2022-06-03 00:57:09,,,,,,,,,
1013,3,Submission,2,Comparison,2022-06-03 13:09:02,"""Under the rules (law) of my country, it takes 12 minutiaes to make the comparison.""",,,,"0",,,"0",null
1081,3,Submission,2,Comparison,2022-06-03 20:00:35,null,,,,"1",,,null,null
945,1,Current,2,Comparison,2022-06-02 21:14:47,"""I mostly used level 2 to make my decision but the fact that the level 3 details were so clear in the latent and not at all present in the known did aid in my decision.""",,,,"2",,,"1",null
959,3,Submission,2,Comparison,2022-06-02 21:14:48,null,,,,"2",,,"0",null
945,3,Submission,2,Comparison,2022-06-02 21:14:51,"""I mostly used level 2 to make my decision but the fact that the level 3 details were so clear in the latent and not at all present in the known did aid in my decision.""",,,,"2",,,"1",null
962,3,Submission,1,Analysis,2022-06-02 21:15:02,null,null,null,null,,,,,
962,1,Current,2,Comparison,2022-06-02 21:15:02,,,,,,,,,
962,3,Submission,2,Comparison,2022-06-02 21:17:54,null,,,,"2",,,"0",null
964,3,Submission,1,Analysis,2022-06-02 21:18:26,null,null,null,null,,,,,
964,1,Current,2,Comparison,2022-06-02 21:18:26,,,,,,,,,
1001,3,Submission,2,Comparison,2022-06-03 00:59:17,null,,,,"1",,,null,null
1082,3,Submission,1,Analysis,2022-06-03 20:00:44,null,null,null,null,,,,,
963,1,Current,1,Analysis,2022-06-02 21:19:21,null,"1",[1],"[100,200,301]",,,,,
963,3,Submission,1,Analysis,2022-06-02 21:19:25,null,"1",[1],"[100,200,301]",,,,,
964,3,Submission,2,Comparison,2022-06-02 21:21:14,null,,,,"2",,,"0",null
967,3,Submission,1,Analysis,2022-06-02 21:21:39,null,null,null,null,,,,,
967,1,Current,2,Comparison,2022-06-02 21:21:39,,,,,,,,,
966,3,Submission,1,Analysis,2022-06-02 21:24:12,null,null,[2],"[100,200,301]",,,,,
965,1,Current,1,Analysis,2022-06-02 21:24:23,null,"1","[1,2]","[100,201,301]",,,,,
966,1,Current,2,Comparison,2022-06-02 21:29:16,null,,,,"1",,,"0",null
1002,3,Submission,1,Analysis,2022-06-03 00:59:41,null,null,null,null,,,,,
963,1,Current,2,Comparison,2022-06-08 21:25:40,null,,,,"2",,,"0",null
967,3,Submission,2,Comparison,2022-06-02 21:25:20,null,,,,"1",,,"0",null
968,3,Submission,1,Analysis,2022-06-02 21:25:47,null,null,null,null,,,,,
961,3,Submission,2,Comparison,2022-06-02 21:26:29,"""I am not seeing anything not in common so I do not feel that I can say it came from different sources, but I did not consider this print to be suitable for ID, so I would not have been in a position to have to ID it.""",,,,"1",,,"0",null
965,1,Current,2,Comparison,2022-06-02 21:28:27,null,,,,"1",,,"1",null
965,3,Submission,2,Comparison,2022-06-02 21:28:30,null,,,,"1",,,"1",null
968,1,Current,2,Comparison,2022-06-02 21:29:14,null,,,,null,,,null,null
970,1,Current,1,Analysis,2022-06-02 21:31:29,null,"1",[1],"[100,200,301]",,,,,
970,3,Submission,1,Analysis,2022-06-02 21:31:31,null,"1",[1],"[100,200,301]",,,,,
969,3,Submission,1,Analysis,2022-06-02 21:31:40,null,"1",[1],"[100,201,301]",,,,,
970,1,Current,2,Comparison,2022-06-02 21:38:21,null,,,,"1",,,"1",null
1002,1,Current,2,Comparison,2022-06-03 00:59:41,,,,,,,,,
1082,1,Current,2,Comparison,2022-06-03 20:00:44,,,,,,,,,
969,1,Current,2,Comparison,2022-06-02 21:31:40,,,,,,,,,
971,3,Submission,1,Analysis,2022-06-02 21:32:20,null,null,"[2,3]","[100,200,301]",,,,,
969,3,Submission,2,Comparison,2022-06-02 21:36:29,null,,,,"2",,,"0",null
970,3,Submission,2,Comparison,2022-06-02 21:38:24,null,,,,"1",,,"1",null
974,3,Submission,1,Analysis,2022-06-02 21:38:55,null,"0","[1,9]","[100,201,301]",,,,,
972,1,Current,1,Analysis,2022-06-07 18:04:29,null,null,null,null,,,,,
974,1,Current,2,Comparison,2022-06-02 21:38:55,,,,,,,,,
982,1,Current,1,Analysis,2022-06-02 21:54:18,null,null,null,null,,,,,
974,3,Submission,2,Comparison,2022-06-02 21:43:28,null,,,,"1",,,"1",null
973,1,Current,1,Analysis,2022-06-06 20:20:26,null,null,null,null,,,,,
982,1,Current,2,Comparison,2022-06-02 21:58:15,null,,,,"1",,,null,null
987,3,Submission,1,Analysis,2022-06-02 22:07:23,null,null,null,null,,,,,
975,1,Current,1,Analysis,2022-06-03 22:24:48,null,null,null,null,,,,,
976,3,Submission,1,Analysis,2022-06-02 21:46:27,null,"1",[],"[100,200,301]",,,,,
976,1,Current,2,Comparison,2022-06-02 21:46:27,,,,,,,,,
971,1,Current,2,Comparison,2022-06-02 21:48:28,null,,,,"2",,,null,null
976,3,Submission,2,Comparison,2022-06-02 21:48:29,null,,,,"1",,,"0",null
1002,3,Submission,2,Comparison,2022-06-03 01:03:47,null,,,,"0",,,null,null
1082,3,Submission,2,Comparison,2022-06-03 20:02:20,null,,,,"2",,,null,null
1137,3,Submission,2,Comparison,2022-06-05 13:16:57,null,,,,"1",,,"0",null
1536,3,Submission,1,Analysis,2022-06-09 17:40:02,null,null,null,null,,,,,
971,3,Submission,2,Comparison,2022-06-02 21:49:02,null,,,,"2",,,null,null
980,3,Submission,1,Analysis,2022-06-02 21:53:04,null,"1",[],null,,,,,
982,3,Submission,1,Analysis,2022-06-02 21:54:22,null,null,null,null,,,,,
982,3,Submission,2,Comparison,2022-06-02 21:59:10,null,,,,"1",,,null,null
980,1,Current,2,Comparison,2022-06-02 22:11:14,null,,,,"1",,,"0",null
979,1,Current,1,Analysis,2022-06-03 22:11:19,null,null,null,null,,,,,
981,1,Current,1,Analysis,2022-06-03 22:21:37,null,null,null,null,,,,,
968,3,Submission,2,Comparison,2022-06-02 22:04:07,null,,,,"1",,,null,null
986,3,Submission,1,Analysis,2022-06-02 22:05:27,null,null,null,null,,,,,
986,1,Current,2,Comparison,2022-06-02 22:05:27,,,,,,,,,
986,3,Submission,2,Comparison,2022-06-02 22:06:51,null,,,,"2",,,null,null
987,1,Current,1,Analysis,2022-06-02 22:07:06,null,null,null,null,,,,,
988,3,Submission,1,Analysis,2022-06-02 22:07:21,null,null,null,null,,,,,
988,1,Current,2,Comparison,2022-06-02 22:07:21,,,,,,,,,
1003,3,Submission,1,Analysis,2022-06-03 01:03:57,null,null,null,null,,,,,
1003,1,Current,2,Comparison,2022-06-03 01:03:57,,,,,,,,,
1083,3,Submission,1,Analysis,2022-06-03 20:02:29,null,null,null,null,,,,,
1083,1,Current,2,Comparison,2022-06-03 20:02:29,,,,,,,,,
1138,3,Submission,1,Analysis,2022-06-05 13:17:07,null,null,null,null,,,,,
1138,1,Current,2,Comparison,2022-06-05 13:17:07,,,,,,,,,
984,1,Current,1,Analysis,2022-06-06 20:10:44,null,null,null,null,,,,,
985,1,Current,1,Analysis,2022-06-07 18:07:20,null,null,null,null,,,,,
1545,3,Submission,1,Analysis,2022-06-09 17:50:06,null,null,null,null,,,,,
1545,1,Current,2,Comparison,2022-06-09 17:50:06,,,,,,,,,
1608,3,Submission,1,Analysis,2022-06-09 21:33:54,null,null,null,null,,,,,
987,1,Current,2,Comparison,2022-06-03 22:08:36,null,,,,"1",,,null,null
988,3,Submission,2,Comparison,2022-06-02 22:11:03,null,,,,"1",,,null,null
980,3,Submission,2,Comparison,2022-06-02 22:11:16,null,,,,"1",,,"0",null
989,3,Submission,1,Analysis,2022-06-02 22:13:01,null,null,null,null,,,,,
989,1,Current,2,Comparison,2022-06-02 22:13:01,,,,,,,,,
1003,3,Submission,2,Comparison,2022-06-03 01:05:15,null,,,,"1",,,null,null
1083,3,Submission,2,Comparison,2022-06-03 20:05:36,null,,,,"1",,,null,null
1138,3,Submission,2,Comparison,2022-06-05 13:18:02,null,,,,"2",,,"0",null
